symbol,time,askclose,askhigh,asklow,askopen,bidclose,bidhigh,bidlow,bidopen,close,high,low,open
GBPUSD,2023-09-13 15:00:00,1.24883,1.25053,1.24863,1.25033,1.24866,1.25035,1.24846,1.25015,1.248745,1.25044,1.248545,1.25024
GBPUSD,2023-09-13 16:00:00,1.24887,1.24904,1.24819,1.24883,1.2487,1.24889,1.24802,1.24866,1.248785,1.248965,1.248105,1.248745
GBPUSD,2023-09-13 17:00:00,1.24912,1.24918,1.24882,1.24887,1.24893,1.24901,1.24867,1.2487,1.249025,1.249095,1.248745,1.248785
GBPUSD,2023-09-13 18:00:00,1.24922,1.24942,1.24887,1.24912,1.24875,1.24901,1.24793,1.24893,1.248985,1.249215,1.2484,1.249025
GBPUSD,2023-09-13 19:00:00,1.24921,1.24933,1.24888,1.24922,1.24901,1.24906,1.24864,1.24875,1.24911,1.249195,1.24876,1.248985
GBPUSD,2023-09-13 20:00:00,1.24908,1.24933,1.24882,1.24921,1.24886,1.24913,1.24865,1.24901,1.24897,1.24923,1.248735,1.24911
GBPUSD,2023-09-13 21:00:00,1.25031,1.25047,1.24857,1.24908,1.25012,1.25026,1.2484,1.24886,1.250215,1.250365,1.248485,1.24897
GBPUSD,2023-09-13 22:00:00,1.24955,1.25055,1.24926,1.25031,1.24939,1.25035,1.24911,1.25012,1.24947,1.25045,1.249185,1.250215
GBPUSD,2023-09-13 23:00:00,1.24944,1.2496,1.24862,1.24955,1.24923,1.24942,1.24845,1.24939,1.249335,1.24951,1.248535,1.24947
GBPUSD,2023-09-14 00:00:00,1.24983,1.24994,1.24939,1.24944,1.24966,1.24976,1.24917,1.24923,1.249745,1.24985,1.24928,1.249335
GBPUSD,2023-09-14 01:00:00,1.2502,1.25047,1.2498,1.24983,1.25002,1.25028,1.24961,1.24966,1.25011,1.250375,1.249705,1.249745
GBPUSD,2023-09-14 02:00:00,1.25001,1.25074,1.24978,1.2502,1.24981,1.25055,1.24962,1.25002,1.24991,1.250645,1.2497,1.25011
GBPUSD,2023-09-14 03:00:00,1.24942,1.25001,1.24896,1.25001,1.24925,1.24982,1.24876,1.24981,1.249335,1.249915,1.24886,1.24991
GBPUSD,2023-09-14 04:00:00,1.24869,1.24948,1.24805,1.24942,1.24851,1.2493,1.24787,1.24925,1.2486,1.24939,1.24796,1.249335
GBPUSD,2023-09-14 05:00:00,1.24877,1.24944,1.24833,1.24869,1.2486,1.24927,1.24816,1.24851,1.248685,1.249355,1.248245,1.2486
GBPUSD,2023-09-14 06:00:00,1.24756,1.24877,1.24699,1.24877,1.24738,1.2486,1.2468,1.2486,1.24747,1.248685,1.246895,1.248685
GBPUSD,2023-09-14 07:00:00,1.24639,1.24776,1.24614,1.24756,1.24618,1.24759,1.24595,1.24738,1.246285,1.247675,1.246045,1.24747
GBPUSD,2023-09-14 08:00:00,1.24772,1.248,1.2463,1.24639,1.24753,1.2478,1.24613,1.24618,1.247625,1.2479,1.246215,1.246285
GBPUSD,2023-09-14 09:00:00,1.24409,1.24813,1.24153,1.24772,1.2439,1.24794,1.24137,1.24753,1.243995,1.248035,1.24145,1.247625
GBPUSD,2023-09-14 10:00:00,1.24227,1.24619,1.24175,1.24409,1.24209,1.246,1.24157,1.2439,1.24218,1.246095,1.24166,1.243995
