symbol,time,askclose,askhigh,asklow,askopen,bidclose,bidhigh,bidlow,bidopen,close,high,low,open
EURUSD,2021-01-05 03:00:00,1.22591,1.22718,1.2256,1.22706,1.22577,1.22705,1.22546,1.22689,1.22584,1.227115,1.22553,1.226975
EURUSD,2021-01-05 04:00:00,1.22751,1.22794,1.22588,1.22591,1.22734,1.22781,1.22575,1.22577,1.227425,1.227875,1.225815,1.22584
EURUSD,2021-01-05 05:00:00,1.2273,1.22848,1.22692,1.22751,1.22718,1.22834,1.22679,1.22734,1.22724,1.22841,1.226855,1.227425
EURUSD,2021-01-05 06:00:00,1.22779,1.22851,1.22721,1.2273,1.22767,1.22838,1.22708,1.22718,1.22773,1.228445,1.227145,1.22724
EURUSD,2021-01-05 07:00:00,1.22838,1.22914,1.22774,1.22779,1.22825,1.229,1.22762,1.22767,1.228315,1.22907,1.22768,1.22773
EURUSD,2021-01-05 08:00:00,1.22733,1.22855,1.22665,1.22838,1.2272,1.22841,1.22653,1.22825,1.227265,1.22848,1.22659,1.228315
EURUSD,2021-01-05 09:00:00,1.22631,1.22767,1.22611,1.22733,1.2262,1.22754,1.22598,1.2272,1.226255,1.227605,1.226045,1.227265
EURUSD,2021-01-05 10:00:00,1.22656,1.22793,1.22598,1.22631,1.22635,1.22779,1.22584,1.2262,1.226455,1.22786,1.22591,1.226255
EURUSD,2021-01-05 11:00:00,1.22763,1.22834,1.22547,1.22656,1.22749,1.22821,1.22532,1.22635,1.22756,1.228275,1.225395,1.226455
EURUSD,2021-01-05 12:00:00,1.22952,1.22976,1.2274,1.22763,1.2294,1.22959,1.22725,1.22749,1.22946,1.229675,1.227325,1.22756
EURUSD,2021-01-05 13:00:00,1.23003,1.2306,1.22933,1.22952,1.22988,1.23046,1.22921,1.2294,1.229955,1.23053,1.22927,1.22946
EURUSD,2021-01-05 14:00:00,1.22941,1.23056,1.22934,1.23003,1.22928,1.23042,1.2292,1.22988,1.229345,1.23049,1.22927,1.229955
EURUSD,2021-01-05 15:00:00,1.23041,1.23046,1.22905,1.22941,1.23027,1.23034,1.22891,1.22928,1.23034,1.2304,1.22898,1.229345
EURUSD,2021-01-05 16:00:00,1.22944,1.23065,1.22935,1.23041,1.22932,1.23049,1.22921,1.23027,1.22938,1.23057,1.22928,1.23034
EURUSD,2021-01-05 17:00:00,1.22992,1.22995,1.22902,1.22944,1.22976,1.22981,1.22889,1.22932,1.22984,1.22988,1.228955,1.22938
EURUSD,2021-01-05 18:00:00,1.22977,1.23037,1.22964,1.22992,1.22955,1.22976,1.22899,1.22976,1.22966,1.230065,1.229315,1.22984
EURUSD,2021-01-05 19:00:00,1.22996,1.23025,1.22956,1.22977,1.22981,1.23008,1.22937,1.22955,1.229885,1.230165,1.229465,1.22966
EURUSD,2021-01-05 20:00:00,1.23098,1.23281,1.22928,1.22996,1.23083,1.2325,1.22914,1.22981,1.230905,1.232655,1.22921,1.229885
EURUSD,2021-01-05 21:00:00,1.22901,1.23159,1.22818,1.23098,1.22886,1.23144,1.22798,1.23083,1.228935,1.231515,1.22808,1.230905
EURUSD,2021-01-05 22:00:00,1.22796,1.22945,1.22776,1.22901,1.22781,1.2293,1.22762,1.22886,1.227885,1.229375,1.22769,1.228935
EURUSD,2021-01-05 23:00:00,1.22867,1.22963,1.22765,1.22796,1.22853,1.22946,1.22749,1.22781,1.2286,1.229545,1.22757,1.227885
EURUSD,2021-01-06 00:00:00,1.22925,1.23075,1.22844,1.22867,1.22912,1.23058,1.22829,1.22853,1.229185,1.230665,1.228365,1.2286
EURUSD,2021-01-06 01:00:00,1.22973,1.23068,1.22924,1.22925,1.22961,1.23051,1.2291,1.22912,1.22967,1.230595,1.22917,1.229185
EURUSD,2021-01-06 02:00:00,1.23172,1.23229,1.22973,1.22973,1.23158,1.2321,1.22959,1.22961,1.23165,1.232195,1.22966,1.22967
EURUSD,2021-01-06 03:00:00,1.23403,1.23462,1.23135,1.23172,1.23391,1.23446,1.23117,1.23158,1.23397,1.23454,1.23126,1.23165
EURUSD,2021-01-06 04:00:00,1.23257,1.23413,1.23229,1.23403,1.2324,1.23397,1.23214,1.23391,1.232485,1.23405,1.232215,1.23397
EURUSD,2021-01-06 05:00:00,1.23392,1.23398,1.23213,1.23257,1.23379,1.23383,1.23199,1.2324,1.233855,1.233905,1.23206,1.232485
EURUSD,2021-01-06 06:00:00,1.2339,1.23452,1.23339,1.23392,1.23373,1.23439,1.23325,1.23379,1.233815,1.234455,1.23332,1.233855
EURUSD,2021-01-06 07:00:00,1.2338,1.23503,1.23341,1.2339,1.2337,1.23488,1.23328,1.23373,1.23375,1.234955,1.233345,1.233815
EURUSD,2021-01-06 08:00:00,1.2341,1.23505,1.23305,1.2338,1.23394,1.23485,1.23292,1.2337,1.23402,1.23495,1.232985,1.23375
EURUSD,2021-01-06 09:00:00,1.23206,1.23457,1.23175,1.2341,1.23189,1.2344,1.23154,1.23394,1.231975,1.234485,1.231645,1.23402
EURUSD,2021-01-06 10:00:00,1.23102,1.23215,1.22932,1.23206,1.23087,1.23203,1.22918,1.23189,1.230945,1.23209,1.22925,1.231975
EURUSD,2021-01-06 11:00:00,1.22831,1.23184,1.2276,1.23102,1.22817,1.23172,1.22746,1.23087,1.22824,1.23178,1.22753,1.230945
EURUSD,2021-01-06 12:00:00,1.22904,1.22935,1.22664,1.22831,1.22892,1.22919,1.22646,1.22817,1.22898,1.22927,1.22655,1.22824
EURUSD,2021-01-06 13:00:00,1.22997,1.23048,1.22861,1.22904,1.22984,1.23037,1.22845,1.22892,1.229905,1.230425,1.22853,1.22898
EURUSD,2021-01-06 14:00:00,1.2312,1.23182,1.22972,1.22997,1.2308,1.2317,1.22958,1.22984,1.231,1.23176,1.22965,1.229905
EURUSD,2021-01-06 15:00:00,1.23076,1.2317,1.22984,1.2312,1.23063,1.23155,1.2297,1.2308,1.230695,1.231625,1.22977,1.231
EURUSD,2021-01-06 16:00:00,1.23245,1.23408,1.23075,1.23076,1.23231,1.23392,1.23061,1.23063,1.23238,1.234,1.23068,1.230695
EURUSD,2021-01-06 17:00:00,1.23299,1.23321,1.23224,1.23245,1.23281,1.23306,1.23212,1.23231,1.2329,1.233135,1.23218,1.23238
EURUSD,2021-01-06 18:00:00,1.23301,1.23334,1.23268,1.23299,1.23264,1.23295,1.23204,1.23281,1.232825,1.233145,1.23236,1.2329
EURUSD,2021-01-06 19:00:00,1.23391,1.23408,1.23286,1.23301,1.23376,1.23394,1.23254,1.23264,1.233835,1.23401,1.2327,1.232825
EURUSD,2021-01-06 20:00:00,1.23335,1.23453,1.23309,1.23391,1.23318,1.23438,1.23293,1.23376,1.233265,1.234455,1.23301,1.233835
EURUSD,2021-01-06 21:00:00,1.23313,1.2338,1.23291,1.23335,1.23299,1.23367,1.23277,1.23318,1.23306,1.233735,1.23284,1.233265
EURUSD,2021-01-06 22:00:00,1.23252,1.23332,1.23196,1.23313,1.23238,1.23319,1.23182,1.23299,1.23245,1.233255,1.23189,1.23306
EURUSD,2021-01-06 23:00:00,1.23284,1.23294,1.23243,1.23252,1.23268,1.2328,1.23226,1.23238,1.23276,1.23287,1.232345,1.23245
EURUSD,2021-01-07 00:00:00,1.23256,1.23323,1.23248,1.23284,1.23242,1.23309,1.23235,1.23268,1.23249,1.23316,1.232415,1.23276
EURUSD,2021-01-07 01:00:00,1.23136,1.23263,1.23116,1.23256,1.23121,1.23248,1.23103,1.23242,1.231285,1.232555,1.231095,1.23249
EURUSD,2021-01-07 02:00:00,1.23214,1.23257,1.2308,1.23136,1.23198,1.23244,1.23067,1.23121,1.23206,1.232505,1.230735,1.231285
EURUSD,2021-01-07 03:00:00,1.2312,1.23264,1.23087,1.23214,1.23106,1.23251,1.23075,1.23198,1.23113,1.232575,1.23081,1.23206
EURUSD,2021-01-07 04:00:00,1.2295,1.2318,1.22936,1.2312,1.22938,1.23161,1.22922,1.23106,1.22944,1.231705,1.22929,1.23113
EURUSD,2021-01-07 05:00:00,1.22696,1.22965,1.22648,1.2295,1.22683,1.2295,1.22632,1.22938,1.226895,1.229575,1.2264,1.22944
EURUSD,2021-01-07 06:00:00,1.22503,1.22751,1.22457,1.22696,1.22489,1.22736,1.22444,1.22683,1.22496,1.227435,1.224505,1.226895
EURUSD,2021-01-07 07:00:00,1.22577,1.2267,1.22485,1.22503,1.22561,1.22658,1.22472,1.22489,1.22569,1.22664,1.224785,1.22496
EURUSD,2021-01-07 08:00:00,1.22681,1.2274,1.22514,1.22577,1.22669,1.22728,1.22502,1.22561,1.22675,1.22734,1.22508,1.22569
EURUSD,2021-01-07 09:00:00,1.22695,1.22794,1.22626,1.22681,1.22677,1.22779,1.22612,1.22669,1.22686,1.227865,1.22619,1.22675
EURUSD,2021-01-07 10:00:00,1.22598,1.22835,1.2254,1.22695,1.22585,1.22821,1.22526,1.22677,1.225915,1.22828,1.22533,1.22686
EURUSD,2021-01-07 11:00:00,1.22601,1.22686,1.2247,1.22598,1.22587,1.2267,1.22457,1.22585,1.22594,1.22678,1.224635,1.225915
EURUSD,2021-01-07 12:00:00,1.22646,1.22782,1.22597,1.22601,1.22633,1.22768,1.22583,1.22587,1.226395,1.22775,1.2259,1.22594
EURUSD,2021-01-07 13:00:00,1.22664,1.22722,1.22554,1.22646,1.22651,1.22709,1.22541,1.22633,1.226575,1.227155,1.225475,1.226395
EURUSD,2021-01-07 14:00:00,1.22748,1.22798,1.22637,1.22664,1.22735,1.22785,1.22623,1.22651,1.227415,1.227915,1.2263,1.226575
EURUSD,2021-01-07 15:00:00,1.22683,1.22763,1.22647,1.22748,1.22671,1.22749,1.22635,1.22735,1.22677,1.22756,1.22641,1.227415
EURUSD,2021-01-07 16:00:00,1.22665,1.22728,1.22638,1.22683,1.22652,1.22713,1.22624,1.22671,1.226585,1.227205,1.22631,1.22677
EURUSD,2021-01-07 17:00:00,1.227,1.22778,1.22635,1.22665,1.22684,1.22763,1.22622,1.22652,1.22692,1.227705,1.226285,1.226585
EURUSD,2021-01-07 18:00:00,1.22688,1.22773,1.22646,1.227,1.22636,1.22684,1.22592,1.22684,1.22662,1.227285,1.22619,1.22692
EURUSD,2021-01-07 19:00:00,1.22697,1.22748,1.22682,1.22688,1.22683,1.22714,1.22636,1.22636,1.2269,1.22731,1.22659,1.22662
EURUSD,2021-01-07 20:00:00,1.22585,1.22733,1.22575,1.22697,1.22571,1.22717,1.2256,1.22683,1.22578,1.22725,1.225675,1.2269
EURUSD,2021-01-07 21:00:00,1.22488,1.2261,1.22358,1.22585,1.22475,1.22594,1.22342,1.22571,1.224815,1.22602,1.2235,1.22578
EURUSD,2021-01-07 22:00:00,1.22606,1.22614,1.22464,1.22488,1.22593,1.226,1.2245,1.22475,1.225995,1.22607,1.22457,1.224815
EURUSD,2021-01-07 23:00:00,1.22628,1.22655,1.22596,1.22606,1.22614,1.22641,1.22582,1.22593,1.22621,1.22648,1.22589,1.225995
EURUSD,2021-01-08 00:00:00,1.2264,1.22642,1.22569,1.22628,1.22626,1.22628,1.22556,1.22614,1.22633,1.22635,1.225625,1.22621
EURUSD,2021-01-08 01:00:00,1.22587,1.22689,1.22576,1.2264,1.22573,1.22675,1.22563,1.22626,1.2258,1.22682,1.225695,1.22633
EURUSD,2021-01-08 02:00:00,1.2264,1.2269,1.22582,1.22587,1.22628,1.22676,1.2257,1.22573,1.22634,1.22683,1.22576,1.2258
EURUSD,2021-01-08 03:00:00,1.22395,1.22699,1.22332,1.2264,1.2238,1.22684,1.22316,1.22628,1.223875,1.226915,1.22324,1.22634
EURUSD,2021-01-08 04:00:00,1.22243,1.22395,1.2214,1.22395,1.22232,1.2238,1.22124,1.2238,1.222375,1.223875,1.22132,1.223875
EURUSD,2021-01-08 05:00:00,1.22415,1.22415,1.22182,1.22243,1.22395,1.22401,1.22169,1.22232,1.22405,1.22408,1.221755,1.222375
EURUSD,2021-01-08 06:00:00,1.22401,1.22455,1.22369,1.22415,1.22385,1.22441,1.22353,1.22395,1.22393,1.22448,1.22361,1.22405
EURUSD,2021-01-08 07:00:00,1.22512,1.22545,1.22332,1.22401,1.225,1.2253,1.22318,1.22385,1.22506,1.225375,1.22325,1.22393
EURUSD,2021-01-08 08:00:00,1.22493,1.22535,1.22461,1.22512,1.2248,1.22522,1.22448,1.225,1.224865,1.225285,1.224545,1.22506
EURUSD,2021-01-08 09:00:00,1.22718,1.22856,1.22355,1.22493,1.22703,1.22841,1.22335,1.2248,1.227105,1.228485,1.22345,1.224865
EURUSD,2021-01-08 10:00:00,1.22504,1.22842,1.22442,1.22718,1.22491,1.22826,1.22424,1.22703,1.224975,1.22834,1.22433,1.227105
EURUSD,2021-01-08 11:00:00,1.22557,1.22592,1.2223,1.22504,1.22546,1.22573,1.22215,1.22491,1.225515,1.225825,1.222225,1.224975
EURUSD,2021-01-08 12:00:00,1.22526,1.22646,1.22374,1.22557,1.2251,1.22628,1.22359,1.22546,1.22518,1.22637,1.223665,1.225515
EURUSD,2021-01-08 13:00:00,1.22293,1.22538,1.2225,1.22526,1.2228,1.22523,1.22233,1.2251,1.222865,1.225305,1.222415,1.22518
EURUSD,2021-01-08 14:00:00,1.21956,1.22295,1.21939,1.22293,1.21945,1.22281,1.21921,1.2228,1.219505,1.22288,1.2193,1.222865
EURUSD,2021-01-08 15:00:00,1.22155,1.22184,1.21956,1.21956,1.22141,1.22171,1.21943,1.21945,1.22148,1.221775,1.219495,1.219505
EURUSD,2021-01-08 16:00:00,1.2227,1.22277,1.22126,1.22155,1.22255,1.22262,1.22112,1.22141,1.222625,1.222695,1.22119,1.22148
EURUSD,2021-01-08 17:00:00,1.2226,1.22281,1.22175,1.2227,1.2216,1.22262,1.22136,1.22255,1.2221,1.222715,1.221555,1.222625
EURUSD,2021-01-10 18:00:00,1.22223,1.22325,1.22177,1.2226,1.22123,1.22225,1.22096,1.2216,1.22173,1.22275,1.221365,1.2221
EURUSD,2021-01-10 19:00:00,1.2188,1.22234,1.21833,1.22223,1.21865,1.22151,1.21815,1.22123,1.218725,1.221925,1.21824,1.22173
EURUSD,2021-01-10 20:00:00,1.21897,1.21969,1.21821,1.2188,1.21879,1.21952,1.21807,1.21865,1.21888,1.219605,1.21814,1.218725
EURUSD,2021-01-10 21:00:00,1.21786,1.21917,1.21721,1.21897,1.21771,1.21902,1.21706,1.21879,1.217785,1.219095,1.217135,1.21888
EURUSD,2021-01-10 22:00:00,1.2181,1.2181,1.21677,1.21786,1.21795,1.21795,1.21661,1.21771,1.218025,1.218025,1.21669,1.217785
EURUSD,2021-01-10 23:00:00,1.21741,1.21812,1.21719,1.2181,1.21728,1.21796,1.21704,1.21795,1.217345,1.21804,1.217115,1.218025
EURUSD,2021-01-11 00:00:00,1.21746,1.21776,1.21674,1.21741,1.21731,1.21763,1.2166,1.21728,1.217385,1.217695,1.21667,1.217345
EURUSD,2021-01-11 01:00:00,1.21823,1.21831,1.21708,1.21746,1.21811,1.21814,1.21694,1.21731,1.21817,1.218225,1.21701,1.217385
EURUSD,2021-01-11 02:00:00,1.21907,1.21914,1.21779,1.21823,1.21895,1.219,1.21765,1.21811,1.21901,1.21907,1.21772,1.21817
EURUSD,2021-01-11 03:00:00,1.21792,1.21944,1.21775,1.21907,1.2178,1.21929,1.2176,1.21895,1.21786,1.219365,1.217675,1.21901
EURUSD,2021-01-11 04:00:00,1.21909,1.22005,1.2179,1.21792,1.21895,1.21993,1.2178,1.2178,1.21902,1.21999,1.21785,1.21786
EURUSD,2021-01-11 05:00:00,1.21614,1.21946,1.21607,1.21909,1.21601,1.21934,1.21593,1.21895,1.216075,1.2194,1.216,1.21902
EURUSD,2021-01-11 06:00:00,1.21678,1.21681,1.21552,1.21614,1.21666,1.21668,1.21538,1.21601,1.21672,1.216745,1.21545,1.216075
EURUSD,2021-01-11 07:00:00,1.21669,1.21697,1.21591,1.21678,1.21659,1.21684,1.21577,1.21666,1.21664,1.216905,1.21584,1.21672
EURUSD,2021-01-11 08:00:00,1.21665,1.2173,1.2156,1.21669,1.21651,1.21714,1.21548,1.21659,1.21658,1.21722,1.21554,1.21664
EURUSD,2021-01-11 09:00:00,1.21453,1.21689,1.21399,1.21665,1.2144,1.21675,1.21385,1.21651,1.214465,1.21682,1.21392,1.21658
EURUSD,2021-01-11 10:00:00,1.21382,1.21589,1.21346,1.21453,1.21368,1.21575,1.21329,1.2144,1.21375,1.21582,1.213375,1.214465
EURUSD,2021-01-11 11:00:00,1.21512,1.21564,1.21329,1.21382,1.21499,1.21551,1.21315,1.21368,1.215055,1.215575,1.21322,1.21375
EURUSD,2021-01-11 12:00:00,1.21695,1.21724,1.21478,1.21512,1.21682,1.21711,1.21466,1.21499,1.216885,1.217175,1.21472,1.215055
EURUSD,2021-01-11 13:00:00,1.21676,1.21751,1.21664,1.21695,1.21663,1.21738,1.21651,1.21682,1.216695,1.217445,1.216575,1.216885
EURUSD,2021-01-11 14:00:00,1.21662,1.21724,1.2164,1.21676,1.2165,1.2171,1.21626,1.21663,1.21656,1.21717,1.21633,1.216695
EURUSD,2021-01-11 15:00:00,1.2163,1.21702,1.21619,1.21662,1.21617,1.21689,1.21605,1.2165,1.216235,1.216955,1.21612,1.21656
EURUSD,2021-01-11 16:00:00,1.21542,1.2166,1.21538,1.2163,1.2153,1.21646,1.21523,1.21617,1.21536,1.21653,1.215305,1.216235
EURUSD,2021-01-11 17:00:00,1.2151,1.21586,1.21498,1.21542,1.21491,1.21574,1.21481,1.2153,1.215005,1.2158,1.214895,1.21536
EURUSD,2021-01-11 18:00:00,1.21553,1.2161,1.2151,1.2151,1.21509,1.21546,1.21479,1.21491,1.21531,1.21578,1.214945,1.215005
EURUSD,2021-01-11 19:00:00,1.21615,1.21622,1.21526,1.21553,1.21601,1.21608,1.21505,1.21509,1.21608,1.21615,1.215155,1.21531
EURUSD,2021-01-11 20:00:00,1.21603,1.21626,1.21518,1.21615,1.21587,1.21612,1.21504,1.21601,1.21595,1.21619,1.21511,1.21608
EURUSD,2021-01-11 21:00:00,1.215,1.21628,1.21413,1.21603,1.21485,1.21614,1.21398,1.21587,1.214925,1.21621,1.214055,1.21595
EURUSD,2021-01-11 22:00:00,1.21448,1.21503,1.21422,1.215,1.21435,1.21487,1.21407,1.21485,1.214415,1.21495,1.214145,1.214925
EURUSD,2021-01-11 23:00:00,1.21494,1.21509,1.21433,1.21448,1.2148,1.21496,1.21419,1.21435,1.21487,1.215025,1.21426,1.214415
EURUSD,2021-01-12 00:00:00,1.21436,1.21494,1.21394,1.21494,1.21423,1.2148,1.2138,1.2148,1.214295,1.21487,1.21387,1.21487
EURUSD,2021-01-12 01:00:00,1.21541,1.21561,1.21408,1.21436,1.21527,1.21545,1.21394,1.21423,1.21534,1.21553,1.21401,1.214295
EURUSD,2021-01-12 02:00:00,1.21616,1.21621,1.21494,1.21541,1.21603,1.21608,1.21481,1.21527,1.216095,1.216145,1.214875,1.21534
EURUSD,2021-01-12 03:00:00,1.21641,1.2176,1.21563,1.21616,1.21627,1.21745,1.21549,1.21603,1.21634,1.217525,1.21556,1.216095
EURUSD,2021-01-12 04:00:00,1.21528,1.2168,1.21512,1.21641,1.21515,1.21665,1.21498,1.21627,1.215215,1.216725,1.21505,1.21634
EURUSD,2021-01-12 05:00:00,1.21624,1.21799,1.2151,1.21528,1.2161,1.21784,1.21496,1.21515,1.21617,1.217915,1.21503,1.215215
EURUSD,2021-01-12 06:00:00,1.21462,1.21674,1.21449,1.21624,1.21448,1.21662,1.21435,1.2161,1.21455,1.21668,1.21442,1.21617
EURUSD,2021-01-12 07:00:00,1.2152,1.2159,1.21413,1.21462,1.21509,1.21577,1.214,1.21448,1.215145,1.215835,1.214065,1.21455
EURUSD,2021-01-12 08:00:00,1.21558,1.21607,1.215,1.2152,1.21547,1.21591,1.21487,1.21509,1.215525,1.21599,1.214935,1.215145
EURUSD,2021-01-12 09:00:00,1.21469,1.21657,1.21412,1.21558,1.21457,1.21639,1.214,1.21547,1.21463,1.21648,1.21406,1.215525
EURUSD,2021-01-12 10:00:00,1.21519,1.21596,1.21378,1.21469,1.21506,1.21582,1.21364,1.21457,1.215125,1.21589,1.21371,1.21463
EURUSD,2021-01-12 11:00:00,1.21564,1.21672,1.21498,1.21519,1.21551,1.21654,1.21484,1.21506,1.215575,1.21663,1.21491,1.215125
EURUSD,2021-01-12 12:00:00,1.21688,1.21691,1.21556,1.21564,1.21675,1.21677,1.21543,1.21551,1.216815,1.21684,1.215495,1.215575
EURUSD,2021-01-12 13:00:00,1.21753,1.21785,1.21631,1.21688,1.21739,1.21771,1.21617,1.21675,1.21746,1.21778,1.21624,1.216815
EURUSD,2021-01-12 14:00:00,1.21878,1.2194,1.21727,1.21753,1.21865,1.21924,1.21714,1.21739,1.218715,1.21932,1.217205,1.21746
EURUSD,2021-01-12 15:00:00,1.22003,1.22081,1.21873,1.21878,1.21992,1.22061,1.2186,1.21865,1.219975,1.22071,1.218665,1.218715
EURUSD,2021-01-12 16:00:00,1.22062,1.22089,1.21987,1.22003,1.22048,1.22075,1.21973,1.21992,1.22055,1.22082,1.2198,1.219975
EURUSD,2021-01-12 17:00:00,1.22071,1.22106,1.22031,1.22062,1.22059,1.22091,1.22018,1.22048,1.22065,1.220985,1.220245,1.22055
EURUSD,2021-01-12 18:00:00,1.22065,1.22123,1.22032,1.22071,1.22041,1.22064,1.2198,1.22059,1.22053,1.220935,1.22006,1.22065
EURUSD,2021-01-12 19:00:00,1.22095,1.221,1.22025,1.22065,1.22082,1.22087,1.22011,1.22041,1.220885,1.220935,1.22018,1.22053
EURUSD,2021-01-12 20:00:00,1.22086,1.22168,1.22082,1.22095,1.22073,1.22154,1.22067,1.22082,1.220795,1.22161,1.220745,1.220885
EURUSD,2021-01-12 21:00:00,1.22182,1.22192,1.22057,1.22086,1.22168,1.22176,1.22043,1.22073,1.22175,1.22184,1.2205,1.220795
EURUSD,2021-01-12 22:00:00,1.22134,1.22199,1.22129,1.22182,1.2212,1.22185,1.22114,1.22168,1.22127,1.22192,1.221215,1.22175
EURUSD,2021-01-12 23:00:00,1.22165,1.22215,1.22134,1.22134,1.22153,1.22197,1.2212,1.2212,1.22159,1.22206,1.22127,1.22127
EURUSD,2021-01-13 00:00:00,1.22095,1.22165,1.22095,1.22165,1.22081,1.22153,1.22081,1.22153,1.22088,1.22159,1.22088,1.22159
EURUSD,2021-01-13 01:00:00,1.22098,1.2215,1.22081,1.22095,1.22084,1.22134,1.22067,1.22081,1.22091,1.22142,1.22074,1.22088
